slug	title	ours	isbn_implies	madb_candidates	vols	isbn
norogaaru	のろガール!	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	2	9784041204443
norowareta-akujo-wa-shishi-no-to-ai-ni-torawareru	呪われた悪女は獣の執愛に囚われる	秋水社	青泉社	青泉社 / 秋水社	3	9784867781685
nostradamus-kyoufu-no-final-message	ノストラダムス恐怖のファイナルメッセージ	雷韻出版	旅行人	雷韻出版 / 雷韻出版	1	9784947737052
nou-iki-shitemiru	脳イキしてみる?	三交社 (発売)	三交社	三交社 (発売) / メディアソフト	2	9784815590208
nyarome-no-omoshiro-sei-kyoushitsu	ニャロメのおもしろ性教室	西武タイム	タイムライフブックス	西武タイム	1	9784827511635
nyarome-no-omoshiro-sei-kyoushitsu	ニャロメのおもしろ性教室	角川書店	KADOKAWA	角川書店	1	9784041606025
nyarome-no-omoshiro-suugaku-kyoushitsu	ニャロメのおもしろ数学教室	パシフィカ	タイムライフブックス	パシフィカ	1	9784827511437
nyarome-no-omoshiro-uchuuron	ニャロメのおもしろ宇宙論	角川書店	KADOKAWA	角川書店	1	9784041606032
nyokinyoki	にょきにょき	こぐま社	ゴルフダイジェスト社	こぐま社	1	9784772101738
obake-apaato	おばけアパート	書苑新社	青林工藝舎	書苑新社 / アトリエサード	1	9784883751600
oborozuki-no-regorisu	朧月のレゴリス	メディアパル (発売)	イカロス出版	メディアパル (発売) / フィールドワイ	5	9784802132275
ochikobore-haku-madoushi-cecil-wa-taishougai-no-hazu-deshita	落ちこぼれ白魔導士セシルは対象外のはずでした	講談社	一迅社	講談社	5	9784758039338
ochita-ringo-wa-koi-o-shiru	落ちた林檎は恋を知る	集英社	ホーム社	集英社 / ホーム社	1	9784834265767
oda-nobuna-no-yabou-hime-sama-to-isshokenmei	織田信奈の野望 ひめさまといっしょ	角川グループパブリッシング	角川書店	角川グループパブリッシング / 富士見書房	2	9784047127869
oda-nobuna-no-yabou	織田信奈の野望	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	6	9784041201350
odorochou-mononokeroku	おどろ町モノノケ録	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / アスキー・メディアワークス	2	9784048860512
ofuro-demo-yomeru-salary-kun	お風呂でも読めるサラリ君	フロンティアニセン	白夜書房	フロンティアニセン / 産経新聞ニュースサービス	5	9784861971044
oh-my-butler	オー・マイ・バトラー!	小学館クリエイティブ (発売)	小学館クリエイティブ	小学館クリエイティブ (発売) / ヒーローズ	2	9784864688246
ohi-sama	連続テレビ小説 おひさま	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / アスキー・メディアワークス	2	9784048709156
ohime-sama-no-yuuutsu	お姫様の憂鬱	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / アスキー・メディアワークス	3	9784048863216
ohitori-sama-kaa-san	おひとりさま母さん	集英社	創美社	集英社 / 集英社クリエイティブ	3	9784420220705
ohitori-sama-shutsu-san	おひとりさま出産	集英社	創美社	集英社 / 集英社クリエイティブ	6	9784420220606
oita-shitara-butte	おいたしたらぶって	CLAPコミックス	三交社	CLAPコミックス / 三交社 (発売)	2	9784815530778
ojama-yuurei-kun	おじゃまユーレイくん	笠倉出版	笠倉出版社	笠倉出版	1	9784773006148
oka-chan-ga-yuku	岡ちゃんが行く!	メディアレブ	道出版	メディアレブ	1	9784944182008
okaa-san-ha-akagenoan-ga-daisuki	お母さんは「赤毛のアン」が大好き	本の雑誌社	ホビージャパン	本の雑誌社	1	9784938463878
okane-tamemasu	お金ためます!	さわらび本工房	モエールパブリッシング	さわらび本工房	1	9784903022031
okiraku-mama	おきらくママ	光文社	芳文社	光文社	1	9784832262454
okitsunebiyori	おきつね日和	角川グループホールディングス	KADOKAWA	角川グループホールディングス / 富士見書房	2	9784047128767
okubyou-hime-to-dekiai-naito	臆病ヒメと溺愛ナイト	フランス書院 (発売)	フランス書院	フランス書院 (発売) / プランタン出版	2	9784829650523
okuninushi	オオクニヌシ	山陰中央新報社	三学出版	山陰中央新報社	1	9784879030061
omae-ni-dakareru-nante-kiitenai	お前に抱かれるなんて聞いてない!	日販アイ・ピー・エス (発売)	駒草出版株式会社ダンク出版事業部	日販アイ・ピー・エス (発売) / モバイルメディアリサーチ	6	9784909699220
omae-no-subete-o-dakitsukusu	お前のすべてを抱き尽くす	日販アイ・ピー・エス (発売)	駒草出版株式会社ダンク出版事業部	日販アイ・ピー・エス / モバイルメディアリサーチ	5	9784909699152
omae-no-toiki-o-ubatte-itta	おまえの吐息を奪っていった	集英社	ホーム社	集英社 / ホーム社	1	9784834265750
omamori-himari	おまもりひまり	角川グループパブリッシング	角川書店	角川グループパブリッシング / 富士見書房	12	9784047124783
omamori-no-kami-sama	おまもりのかみさま	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / アスキー・メディアワークス	2	9784048670715
omatsuri-ryourinin-saitama-yumeichi	お祭り料理人さいたま夢一	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / アスキー・メディアワークス	2	9784048709132
omega-no-kakushigoto-wa-hotel-no-naka-de	オメガの隠しごとは、ホテルのなかで	日販アイ・ピー・エス (発売)	駒草出版株式会社ダンク出版事業部	日販アイ・ピー・エス (発売) / モバイルメディアリサーチ	2	9784909699879
onegai-sonna-ni-kamanaide	お願い、そんなに噛まないで	れんが書房新社	鹿砦社	れんが書房新社 / 道玄坂書房	2	9784846210113
onetsu-wa-nando	お熱は何度?	ワニマガジン	ワニマガジン社	ワニマガジン	2	9784898291429
oni-iga-2	男弐	スタジオ・シップ	徳間書店		8	9784197801848
onii-chan-datte-amaetai-wake-de	お兄ちゃんだって甘えたいわけで。	三交社 (発売)	三交社	三交社 (発売) / 英和出版社	2	9784815550516
oniwaban-akera-iori	御庭番明楽伊織	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	2	9784047250147
oniyome	鬼嫁	ジャイブ (発売)	マイクロマガジン社	ジャイブ (発売) / ネクストF	3	9784867150696
online-no-hitsujitachi	オンラインの羊たち	Nagisaジヘン編集部	小学館クリエイティブ	Nagisaジヘン編集部	3	9784991033506
onmyounokami-kamo-no-yasunori	陰陽頭賀茂保憲	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	1	9784041201169
onnanoko-no-atama-no-naka-wa-okashi-ga-ippai-tsumatte-imasu	女の子の頭の中はお菓子がいっぱい詰まっています	書苑新社	青林工藝舎	書苑新社 / アトリエサード	1	9784883751631
ooeru-seikimatsu-gekijou	OL世紀末劇場	同文書院	ドレミ楽譜出版社	同文書院	1	9784810392012
ooesu-no-mahoutsukai	OSの魔法使い	LINE Digital Frontier	TOブックス	LINE Digital Frontier / 日販アイ・ピー・エス	6	9784909767257
oohashi-hiroyuki-no-1p	大橋裕之の1P	スペースシャワーネットワーク	朝日学生新聞社	スペースシャワーネットワーク	1	9784909087010
oojou-no-monogatari	O嬢の物語	トレヴィル	リブロポート	トレヴィル	2	9784845710652
ookami-kodomo-no-ame-to-yuki	おおかみこどもの雨と雪	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	3	9784041203217
ookami-ouji-wa-netsuretsu-kyuuai-chuu	オオカミ王子は熱烈求愛中	ジャイブ (発売)	マイクロマガジン社	ジャイブ (発売) / ネクストF	3	9784867151341
ookami-sama-no-ichizu-na-bouai	オオカミ様の一途な暴愛	日販アイ・ピー・エス	駒草出版株式会社ダンク出版事業部	日販アイ・ピー・エス / モバイルメディアリサーチ	1	9784909699992
ooyashima	オオヤシマ	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / アスキー・メディアワークス	2	9784048709194
operaza-no-kaijin-jet1995	オペラ座の怪人	KADOKAWA	角川書店	角川書店	1	9784048526319
orange-collection	オレンジコレクション	宙出版	主婦と生活社	宙出版	1	9784391112689
ore-gentei-komyushou-nandetsu	俺、限定コミュ症なんでっ。	LINE Digital Frontier	TOブックス	LINE Digital Frontier / 日販アイ・ピー・エス	3	9784866970011
ore-janee-to-dame-na-kuseni	俺じゃねぇとダメなくせに	日販アイ・ピー・エス	駒草出版株式会社ダンク出版事業部	日販アイ・ピー・エス (発売) / モバイルメディアリサーチ	3	9784909699794
ore-no-pan	俺のパン	おかやま工房	デザインエッグ	おかやま工房	2	9784865430240
ore-no-shikabane-o-koete-yuke	俺の屍を越えてゆけ	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / エンターブレイン	2	9784047281820
ore-no-tame-dake-ni-naite	俺のためだけに鳴いて?	フランス書院 (発売)	フランス書院	フランス書院 (発売) / プランタン出版	3	9784829650431
ore-o-tatasete-miroyo	俺を、たたせてみろよ	日販アイ・ピー・エス (発売)	駒草出版株式会社ダンク出版事業部	日販アイ・ピー・エス (発売) / モバイルメディアリサーチ	5	9784909699244
ore-to-atashi-no-kareshi-sama	オレとあたしの彼氏サマ	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	3	9784041201916
ore-wa-shiyachi	おれはシャチ	シユウエイシヤ	集英社	シユウエイシヤ / 創美社	2	9784420131520
oregainaitosuguchomeruhakanagikasumi	俺がいないとすぐ××る儚木かすみ	小学館クリエイティブ	ワニマガジン社	小学館クリエイティブ / ヒーローズ	1	9784868051602
ore-no-shoukan-mahou-ga-okashii-zako-sugiru-to-tsuihou-sareta-shoukan-mahoutsukai	俺の召喚魔法がおかしい。 : 雑魚すぎると追放された召喚魔法使いの俺は、現代兵器を召喚して育成チートで無双する. vol	KADOKAWA	角川書店	KADOKAWA / ブシロードワークス	1	9784049211399
oretacha-dragons	おれたちゃドラゴンズ	中日新聞社	中経出版	中日新聞社	1	9784806204046
orichalcum-reycal	オリハルコン・レイカル	角川グループパブリッシング	角川書店	角川グループパブリッシング / 富士見書房	3	9784047125292
osagari-no-onna	お下がりのオンナ	小学館クリエイティブ (発売)	小学館クリエイティブ	小学館クリエイティブ (発売) / ヒーローズ	3	9784864688130
osaka-battle-royal	大阪バトルロイヤル	LINE Digital Frontier	TOブックス	LINE Digital Frontier / 日販アイ・ピー・エス	3	9784866970042
osaka-geijutsu-daigaku-kanan-bungei-manga-hen	大阪芸術大学河南文藝 漫画篇	大阪芸術大学	小池書院	大阪芸術大学	1	9784883159260
osananajimi-bartender-to-hajimeru-kaikan-lesson	幼なじみバーテンダーと始める快感レッスン	三交社 (発売)	三交社	三交社 (発売) / 英和出版社	2	9784815562021
osananajimi-to-iu-dake-dewa	幼馴染みというだけでは	れんが書房新社	鹿砦社	れんが書房新社 / 道玄坂書房	2	9784846210038
oshigoto-desuyo-akane-san	おしごとですよ!赤根さん	KADOKAWA (発売)	KADOKAWA	KADOKAWA (発売) / ブシロードメディア	2	9784048994910
osorubeki-kodomotachi	恐るべき子供たち	クラーケンラボ	トゥーヴァージンズ	クラーケンラボ / ケンエレブックス	1	9784910315539
osotte-ookami-kun	おそって・オオカミくん	角川グループパブリッシング	角川書店	角川グループパブリッシング / 富士見書房	1	9784047125575
ota-fuufu	ヲタ夫婦	出版ワークス	朝日学生新聞社	出版ワークス	2	9784907108052
otajuu	ヲタ充	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	2	9784041205426
ote-kamitsuite-kiss	お手、かみついて、キス。	BookLive	フレックスコミックス	BookLive / フレックスコミックス (発売)	3	9784866752907
