slug	title	authors	edition_type	imprint	publisher	vols	std_vols	ratio	cls	v1_date	v1_cover
sekai-no-hate-wa-shinai	世界の果ては深愛	中野まや花	deluxe	KCデラックス	講談社	7			通常版なし	2023-07-13	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5667/9784065325667_1_3.jpg?_ex=200x200
sekaiichi-saoshina-otoko-date-senzou	世界一さお師な男伊達千蔵	高橋ゆたか	deluxe	ジャンプ・コミックスデラックス	集英社	7			通常版なし	2001-04-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1797/9784088591797.jpg?_ex=200x200
sekokechi-imouto-ga-subete-o-ushinatta-hanashi	セコケチ義妹がすべてを失った話	あいか・飯田めしこ	deluxe	KCデラックス	講談社	4			通常版なし	2025-04-09	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3468/9784065393468_1_2.jpg?_ex=200x200
semishigure	蝉時雨	井上洋子	deluxe	ユーコミックスデラックス	集英社	1			通常版なし	1993-08-23	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2590/9784088622590.jpg?_ex=200x200
senpai-ga-mukatsuku	先輩がむかつく!	御景椿	deluxe	ビーボーイコミックスデラックス	リブレ	2			通常版なし	2018-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6548/9784799736548.jpg?_ex=200x200
senpai-ima-kara-kokurimasu	先輩!今から告ります!	慎本真	deluxe	KCデラックス	講談社	5			通常版なし	2017-08-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2508/9784063932508.jpg?_ex=200x200
sensei-no-otoriyose	先生のおとりよせ	中村明日美子	deluxe	クロフネ comics deluxe	リブレ出版	2			通常版なし	2014-06-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5048/9784799715048.jpg?_ex=200x200
sensei-o-koroshitai	せんせいを殺したい	藤崎こう	deluxe	ビーボーイコミックスデラックス	リブレ	1			通常版なし	2017-06-09	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3455/9784799733455.jpg?_ex=200x200
shabondama-tonda	シャボン玉とんだ	七草セリ	deluxe	ユーコミックスデラックス	集英社	4			通常版なし	1993-07-23	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2552/9784088622552.jpg?_ex=200x200
shakkin-wa-tenka-no-mawarimono	借金は天下のまわり物	もりたじゅん	deluxe	ユーコミックスデラックス	集英社	1			通常版なし	1994-05-23	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2828/9784088622828.jpg?_ex=200x200
shaman-king-a-garden	SHAMAN KING &a garden	鵺澤京	deluxe	KCデラックス	講談社	4			通常版なし	2021-04-15	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0404/9784065230404.jpg?_ex=200x200
share-fami	シェアファミ!	日下直子	deluxe	KCデラックス	講談社	5			通常版なし	2019-11-13	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6603/9784065176603.jpg?_ex=200x200
shi-no-suna-meikyuu	死の砂迷宮	渡千枝	deluxe	KCデラックス	講談社	1			通常版なし	1997-01-13	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7624/9784063197624.jpg?_ex=200x200
shiawase-jijou	しあわせ事情	長浜幸子	deluxe	YOU COMICS DELUXE	集英社	1			通常版なし	1994-12-16	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3047/9784088623047.jpg?_ex=200x200
shiawase-no-jouken	幸せの条件	草間さかえ	deluxe	ビーボーイコミックスデラックス	リブレ	1			通常版なし	2018-02	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6876/9784799736876.jpg?_ex=200x200
shigoto-owari-no-rendezvous	仕事おわりのランデブー	草間さかえ	deluxe	ビーボーイコミックスデラックス	リブレ	1			通常版なし	2023-06-09	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2936/9784799762936_1_2.jpg?_ex=200x200
shikidou-kachidoki	死鬼導凱歌	矢萩貴子	deluxe	アフタヌーンKCデラックス	講談社	2			通常版なし	1997-06-23	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8157/9784063198157.jpg?_ex=200x200
shin-kubidai-hikiukenin	新首代引受人	平田弘史	deluxe	アフタヌーンKCデラックス	講談社	1			通常版なし	1999-01-22	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0633/06334024.jpg?_ex=200x200
shin-tsukushi-no-fude-jijou	新・つくしの筆事情	山崎大紀	deluxe	プレイボーイデラックス	集英社	1			通常版なし	2010-08	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0878/08782200.jpg?_ex=200x200
shinigami-kansatsukan-raidou	死神監察官雷堂	渡辺獏人	deluxe	ジャンプ・コミックスデラックス	集英社	12			通常版なし	2006-08-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0885/08859595.jpg?_ex=200x200
shinjuusuru-made-mattetene	心中するまで、待っててね。	市梨きみ	deluxe	ビーボーイコミックスデラックス	リブレ	2			通常版なし	2019-10-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5106/9784799745106.jpg?_ex=200x200
shinkon-dakedo-kataomoi	新婚だけど片想い	雪森さくら	deluxe	KCデラックス	講談社	11			通常版なし	2020-12-11	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8457/9784065218457_1_6.jpg?_ex=200x200
shinpen-kaze-no-rondo	新編 風の輪舞	津雲むつみ	deluxe	YOU COMICS DELUXE	集英社	5			通常版なし	1995-04-21	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3146/9784088623146.jpg?_ex=200x200
shiroihata	白い旗	水木しげる	deluxe	KCデラックス	講談社	1			通常版なし	1991-12-16	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/2116/2000012122116.jpg?_ex=300x300
shiroki-hana-no-pavane	白き花のパヴァーヌ	原ちえこ	deluxe	KCデラックス	講談社	2			通常版なし	2002-09-13	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5582/9784063345582.jpg?_ex=200x200
shirou-san-niwa-taberarenai	志狼さんには食べられない!	鳴坂リン	deluxe	ビーボーイコミックスデラックス	リブレ	2			通常版なし	2020-11-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9944/9784799749944.jpg?_ex=200x200
shitamachi-tekkoujo-funtouki-natsu-chan-toukyouhen	下町鉄工所奮闘記ナッちゃん東京編	たなかじゅん	deluxe	ジャンプ・コミックスデラックス	集英社	21			通常版なし	2000-01-07	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1063/9784088591063.jpg?_ex=200x200
shokutaku-no-kishi	食卓の騎士	今泉伸二	deluxe	ジャンプ コミックス デラックス	集英社	3			通常版なし	1999-11-09	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0981/9784088590981.jpg?_ex=200x200
short-song	ショートソング	小手川ゆあ	deluxe	ジャンプ・コミックスデラックス	集英社	2			通常版なし	2007-09-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0885/08859661.jpg?_ex=200x200
shoujo	少女	岩下慶子	deluxe	KCデラックス	講談社	1			通常版なし	2010-01-22	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8788/9784063758788.jpg?_ex=200x200
shoujo-mangaka-no-koi-konno	少女漫画家の恋	紺野けい子	deluxe	Be-boy comics deluxe	リブレ出版	1			通常版なし	2007-12-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8626/86263317.jpg?_ex=200x200
show-1996	SHOW!	小谷憲一	deluxe	ジャンプ・コミックスデラックス	集英社	2			通常版なし	1996-10-03	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3198/9784088583198.jpg?_ex=200x200
shugo-chara-jewel-joker	しゅごキャラ!ジュエルジョーカー	Peach-Pit	deluxe	KCデラックス	講談社	4			通常版なし	2025-02-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4695/9784065384695_1_2.jpg?_ex=200x200
shuudengo-wa-amai-kisu-shite	終電後は甘いキスして	石田アズ	deluxe	KCデラックス	講談社	2			通常版なし	2025-09-13	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7776/9784065407776_1_57.jpg?_ex=200x200
shuukoku-yoyo	秋国夜夜	東野海・栗山青	deluxe	ビーボーイコミックスデラックス. Eastern BL	リブレ	2			通常版なし	2026-01-09	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6155/9784799776155_1_2.jpg?_ex=200x200
single-mother	シングル・マザー	津雲むつみ	deluxe	YOU COMICS DELUXE	集英社	1			通常版なし	1987-07-28	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0794/9784088620794.jpg?_ex=200x200
skirt-san	スカートさん	吉田戦車	deluxe	BIRZ COMICS DELUXE	ソニー・マガジンズ	1			通常版なし	2000-05-29	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/9020/2000004799020.jpg?_ex=300x300
slow-sex	スローセックス	成海柚希	deluxe	KCデラックス	講談社	1			通常版なし	2008-05	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5049/9784063655049.jpg?_ex=200x200
solarium	ソラリウム	伊藤圭一	deluxe	ジャンプ・コミックスデラックス	集英社	2			通常版なし	2003-02	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3425/9784088593425.jpg?_ex=200x200
sono-hitokoto-ga-ienakute	そのひとことがいえなくて	武田京子	deluxe	ヤングレディKCデラックス YLKC	講談社	1			通常版なし	1981-05-20	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/4331/2000006824331.jpg?_ex=300x300
sora-no-hoshi-chi-no-hana	天の星地の花	深見じゅん	deluxe	ユーコミックスデラックス	集英社	1			通常版なし	1990-11-27	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1739/9784088621739.jpg?_ex=200x200
soredemo-wasurerarenai-koi	それでも忘れられない恋	熊岡冬夕・三次マキ・きだち・克間彩人	deluxe	Kodansha comics deluxe	講談社	1			通常版なし	2009-11	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6541/9784063416541.jpg?_ex=200x200
soshite-boku-wa-kimi-ni-kaeru	そして、僕は君に還る	小谷憲一	deluxe	ジャンプ・コミックスデラックス	集英社	2			通常版なし	2010-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8581/9784088598581.jpg?_ex=200x200
soul-messenger	ソウルメッセンジャー	きたがわ翔・藤沢とおる	deluxe	ジャンプ・コミックスデラックス	集英社	2			通常版なし	2011-08	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8925/9784088598925.jpg?_ex=200x200
spider-man-j	スパイダーマンJ	山中あきら	deluxe	講談社コミックボンボンデラックス	講談社	2			通常版なし	2005-04-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9887/9784063349887.jpg?_ex=200x200
sports-i	スポーツ医	寺島優・ちくやまきよし	deluxe	ジャンプ・コミックスデラックス	集英社	2			通常版なし	1995-09-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2665/9784088582665.jpg?_ex=200x200
sprichwoerterbuch	シュプリヒヴェルターブーフ	駒井悠	deluxe	KCデラックス	講談社	1			通常版なし	2002-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5520/9784063345520.jpg?_ex=200x200
stalker	ストーカー	御茶漬海苔	deluxe	KCデラックス	講談社	1			通常版なし	1997-09-12	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0631/06319853.jpg?_ex=200x200
stroboscope	ストロボスコープ	ヤマシタトモコ	deluxe	ビーボーイコミックスデラックス	リブレ出版	1			通常版なし	2012-12-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2399/9784799712399.jpg?_ex=200x200
su-no-tsuku-kotoba-de-itte-kure	「す」のつく言葉で言ってくれ	高野ひと深	deluxe	ビーボーイコミックスデラックス	リブレ	1			通常版なし	2016-05-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9502/9784799729502.jpg?_ex=200x200
super-darling	スーパーダーリン!	硝音あや	deluxe	KCデラックス	講談社	2			通常版なし	2012-08-07	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6790/9784063766790.jpg?_ex=200x200
super-mario-4-koma-dai-koushin	スーパーマリオ 4コマ大行進	本山一城	deluxe	KCデラックス	講談社	2			通常版なし	1995-05-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5910/9784063195910.jpg?_ex=200x200
super-mario-64	スーパーマリオ64	本山一城	deluxe	KCデラックス	講談社	5			通常版なし	1996-11-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7518/9784063197518.jpg?_ex=200x200
super-mario-kart	スーパーマリオカート	本山一城	deluxe	KCデラックス	講談社	3			通常版なし	1993-02-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3756/9784063193756.jpg?_ex=300x300
super-mario-yoshi-island	スーパーマリオヨッシーアイランド	本山一城	deluxe	KCデラックス	講談社	3			通常版なし	1996-02-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6825/9784063196825.jpg?_ex=200x200
super-maruden	スーパーまるでん	森下裕美	deluxe	ジャンプ・コミックス・デラックス	集英社	3			通常版なし	1998-10-02	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0424/9784088590424.jpg?_ex=200x200
suteneko-ni-hirowareta-boku	捨て猫に拾われた僕	里中翔	deluxe	KCデラックス	講談社	2			通常版なし	2022-05-19	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7904/9784065277904_1_2.jpg?_ex=200x200
suupaamario-land-3	スーパーマリオランド3 ワリオランド	本山一城	deluxe	講談社コミックスボンボンデラックス	講談社	3			通常版なし	1994-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5392/9784063195392.jpg?_ex=300x300
swayin-in-the-air	SWAYIN' IN THE AIR	雁須磨子	deluxe	バーズコミックスデラックス	ソニー・マガジンズ	1			通常版なし	2000-06-29	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/9026/2000000179026.jpg?_ex=300x300
sweets-wa-teiji-no-ato-de	スイーツは定時のあとで	カナエサト	deluxe	KCデラックス	講談社	5			通常版なし	2020-11-13	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4862/9784065214862.jpg?_ex=200x200
taiko-no-tatsujin	太鼓の達人	おおのじゅんじ	deluxe	講談社コミックボンボンデラックス	講談社	1			通常版なし	2005-12	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1102/9784063721102.jpg?_ex=200x200
taishi	大志	高橋よしひろ・滝井寿紀	deluxe	ジャンプ・コミックスデラックス	集英社	3			通常版なし	2001-07	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1896/9784088591896.jpg?_ex=200x200
taishou-kantarera	大正カンタレラ	きくちくらげ	deluxe	KCデラックス	講談社	5			通常版なし	2023-04-13	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1912/9784065311912_1_3.jpg?_ex=200x200
taiyou-no-nakama-tachi-yo	太陽の仲間たちよ	三枝義浩	deluxe	KCデラックス	講談社	1			通常版なし	1994-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4685/9784063194685.jpg?_ex=200x200
takahashi-miyuki-selection	高橋美由紀selection	高橋美由紀	deluxe	KCデラックス	講談社	1			通常版なし	1998-07-13	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9550/9784063339550.jpg?_ex=200x200
takamatsu-kun-ima-nanpaasento	高松くん、いま何%?	HERO・アラタアキ	deluxe	ビーボーイコミックスデラックス	リブレ	1			通常版なし	2026-02-02	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6575/9784799776575_1_3.jpg?_ex=200x200
takashina-ryouko-gensou-roman-selection	高階良子幻想ロマンセレクション	高階良子	deluxe	KCデラックス	講談社	4			通常版なし	1999-09-13	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0633/06334224.jpg?_ex=200x200
takashina-ryouko-satsujin-jiken-selection	高階良子殺人事件セレクション	高階良子	deluxe	KCデラックス	講談社	3			通常版なし	1998-06-12	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0631/06319942.jpg?_ex=200x200
tasogare-yuusaku	たそがれ優作	安倍夜郎	deluxe	バーズコミックスデラックス	幻冬舎	1			通常版なし	2023-06-22	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2396/9784344852396.jpg?_ex=200x200
tatakae-gunjin-kun	戦え!軍人くん	吉田戦車	deluxe	スコラDELUXEバーガー	スコラ	2			通常版なし	1989-01-27	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/8230/2000002728230.jpg?_ex=300x300
tatakae-ultra-kyoudai	戦え!ウルトラ兄弟	内山まもる	deluxe	てれびくんデラックス	小学館	1			通常版なし	2008-04-08	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1189/9784091051189.gif?_ex=200x200
tatoeba-konna-koi-no-hanashi	たとえばこんな恋のはなし	波真田かもめ	deluxe	ビーボーイコミックスデラックス	リブレ	1			通常版なし	2017-10-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5169/9784799735169.jpg?_ex=200x200
teikoku-no-kangan	帝國の宦官	日野晶	deluxe	ビーボーイコミックスデラックス	リブレ	2			通常版なし	2017-08	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4650/9784799734650.jpg?_ex=200x200
tekkou-muteki-kagaku-daimagou-kai	鉄鋼無敵科学大魔号改	唐沢なをき	deluxe	KCデラックス	講談社	1			通常版なし	2002-02-15	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5087/9784063345087.jpg?_ex=200x200
tengu-to-kitsune-chichi-ni-naru	天狗と狐、父になる	芹沢政信・穂高栗	deluxe	KCデラックス	講談社	3			通常版なし	2025-06-07	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8135/9784065398135_1_2.jpg?_ex=200x200
