base	verdict	src	n_pages	titles	outliers	evidence	isbn_audit	reps	rekey
honto-ni-atta-kowai-hanashi	different_works	year_DIFF_READING	5	ほんとにあった怖い話 || ほんとにあった怖い話 || 本当にあった怖い話 || ほんとにあった怖い話 || 本当にあった怖い話		[ISBN/出版社裁定] ほんとにあった怖い話/本当にあった怖い話は朝日ソノラマ系の長期心霊オムニバスで多数作家・複数別シリーズが同題で並存。黒田祐乎版や別年版が別物か同シリーズ巻かをこの情報だけで確定不能。憶測merge回避。	ISBN確認	name:黒田祐乎|name:ほんとにあった怖い話qid:Q11225662|name:ほんとにあった怖い話qid:Q11571900|name:ほんとにあった怖い話	
hontou-ni-atta-kowai-hanashi	different_works	year_DIFF_READING	5	ほんとにあった怖い話 || ほんとにあった怖い話 || 本当にあった怖い話 || ほんとにあった怖い話 || 本当にあった怖い話		[ISBN/出版社裁定] ほんとにあった怖い話/本当にあった怖い話は朝日ソノラマ系の長期心霊オムニバスで多数作家・複数別シリーズが同題で並存。黒田祐乎版や別年版が別物か同シリーズ巻かをこの情報だけで確定不能。憶測merge回避。	ISBN確認	qid:Q11263598|name:本当にあった怖い話qid:Q18226168|name:本当にあった怖い話	
samurai-7	merge_all	year_SAME_READING	2	SAMURAI 7 || Samurai 7		SAMURAI 7漫画は黒澤明『七人の侍』を原作に周防瑞孝が作画(講談社マガジンGREAT, 2005-2007, 全2巻上下)。黒澤明page=原作クレジット, 周防瑞孝page=作画で同一作(ja.wikipedia/kodansha)。	版違い疑い	name:黒澤明|name:SAMURAI 7	
miyazawa-kenji-mangakan	different_works	year_SAME_READING	3	宮澤賢治・漫画館 || 宮沢賢治・漫画館 || 宮沢賢治・漫画館		1985年版『宮沢賢治・漫画館』(潮出版社)はあすなひろし/畑中純/水木しげる等の複数作家アンソロジー。佐藤国男版(1996)は木版画家単独の別作。出版年・性格が異なる別作品(amazon/絵本ナビ)。	同社別作	name:佐藤国男|name:宮澤賢治・漫画館qid:Q11257448|name:宮沢賢治・漫画館qid:Q431975|name:宮沢賢治・漫画館	
koori-no-joou	different_works	year_SAME_READING	2	氷の女王 || 氷の女王		著名な氷の女王(講談社別冊フレンド,2014,全2巻)はリカチ作。データの佐藤千恵『氷の女王』は確認できず、リカチ作とは別著者。同一作の確証なく憶測merge回避のため別作扱い(kodansha/cmoa)。	ISBN確認	name:佐藤千恵|name:氷の女王qid:Q11583140|name:氷の女王	
curtain-call	partial	year_SAME_READING	3	カーテン・コール || カーテン・コール! || カーテンコール	カーテン・コール!|カーテンコール	カーテン・コール本編は三原陽子(原案協力衿野未矢, 講談社BE・LOVE, 全26巻)。同群の単巻『カーテン・コール!』(1巻1993)『カーテンコール』(1巻1997)は別題・別作で本編と無関係(kodansha/bookwalker)。	diff_pub	name:三原陽子|name:カーテン・コールqid:Q11516564|name:カーテン・コール!qid:Q9019518|name:カーテンコール	
momiji-no-kisetsu	subseries	year_SAME_READING	2	紅葉の棋節 || モミジの棋節		里庄真芳の将棋漫画。前身『モミジの棋節』(JUMP GIGA 2017,監修田中誠)→本編『紅葉の棋節』(週刊少年ジャンプ2018,全2巻,監修三枚堂達也)。著者欄の三枚堂達也は将棋監修。同作者の前身作/改題前後で別publication(ja.wikipedia/shonenjump)。	same_pub	name:三枚堂達也|name:紅葉の棋節qid:Q11575958|name:モミジの棋節	
bokura-wa-minna-ikiteiru	different_works	year_SAME_READING	2	ボクらはみんな生きている || 僕らはみんな生きている		『僕らはみんな生きている』(6巻1993,空欄)は一色伸幸原作・山本直樹作画(小学館スピリッツ)。山浦章のカタカナ『ボクらはみんな生きている』(3巻1993)は別作者の別作。同題読みだが無関係(ja.wikipedia/mangapedia)。	ISBN確認	name:山浦章|name:ボクらはみんな生きているqid:Q324980|name:僕らはみんな生きている	
suki-ni-narazu-ni-irarenai	partial	year_SAME_READING	3	好きにならずにいられない! || 好きにならずにいられない || 好きにならずにいられない	好きにならずにいられない	1991年の2作(山口真実2巻+空欄2巻,同年同巻数)は同一作の著者表記揺れで同一作と推定。木村恭子『好きにならずにいられない』(りぼん,2016,全2巻)は25年後の別作者の別作=outlier(cmoa/amazon)。	diff_pub	name:山口真実|name:好きにならずにいられない!name:木村恭子|name:好きにならずにいられないqid:Q11627705|name:好きにならずにいられない	
makai-tenshou	option2	year_SAME_READING	2	魔界転生 || 魔界転生		魔界転生は山田風太郎の小説原作で複数作家が各々漫画化。6巻1987は石川賢版(角川), 8巻1999版はとみ新蔵版(リイド社SPコミックス)。原作同一・作画別の別コミカライズ(ja.wikipedia/pixiv)。全版に作画家姓を付与し無印作らない。	diff_pub	name:山田風太郎|name:魔界転生qid:Q11273362|name:魔界転生	
yamamura-misa-mystery-comic-selection	merge_all	year_SAME_READING	2	山村美紗ミステリーコミックセレクション || 山村美紗ミステリーコミックセレクション		山村美紗ミステリーコミックセレクションは同題・同年(2011)。時友美如は主要作画者の一人で、空欄page(1巻2011)は同セレクション集の著者欠落分。同一の選集シリーズ(秋田書店, amazon/akitashoten)。	ISBN確認	name:時友美如|name:山村美紗ミステリーコミックセレクション	
keishichou-sousa-ikka-totsugawa-keibu-ando-torein-mystery-comic-selection	merge_all	year_SAME_READING	2	警視庁捜査一課十津川警部＆トレインミステリーコミックセレクション || 警視庁捜査一課十津川警部＆トレインミステリーコミックセレクション		警視庁捜査一課十津川警部＆トレインミステリーコミックセレクションは西村京太郎原作の複数作家コミカライズを束ねる同題・同年(2011)の単一選集。宗美智子・大舞キリコは共に同選集の作画者(amazon/akitashoten)。同一選集シリーズとして統合。	ISBN確認	name:宗美智子|name:警視庁捜査一課十津川警部＆トレインミステリーコミックセレクション	
ragnarok-online	different_works	year_SAME_READING	4	ラグナロクオンライン || ラグナロクオンライン || ラグナロクオンライン || ラグナロクオンライン		ラグナロクオンライン コミックアンソロジー群。秋田米は複数寄稿者の一人で、マジキューC/GungHo刊の各巻は別作家のアンソロジー。単一作品でなく無関係な編集物の集合(ragnarokonline.gungho.jp, bookoff)。	ISBN確認	name:秋田米|name:ラグナロクオンラインqid:Q11198935|name:ラグナロクオンラインqid:Q11410507|name:ラグナロクオンラインqid:Q11623704|name:ラグナロクオンライン	
gakkou-no-kaidan	different_works	year_SAME_READING	5	学校の怪談 || 学校の怪談 || 学校の階段 || 学校の怪談 || 学校の怪談		学校の怪談は別作者の同名異作の集合: 小川京美版(講談社ブンブン全12巻)/破邪版「アブナイ女教師篇」(ぶんか社)。さらに『学校の階段』は櫂末高彰原作・芳井アキ作画のファミ通文庫ラノベの漫画化(全4巻)で別作品(Wikipedia, cmoa)。	ISBN確認	name:小川京美|name:学校の怪談name:破邪|name:学校の怪談name:櫂末高彰|name:学校の階段qid:Q11372936|name:学校の怪談qid:Q9116996|name:学校の怪談	
1-nichi-gaishutsuroku-hanchou	merge_all	year_SAME_READING	2	1日外出録ハンチョウ || 1日外出録ハンチョウ		1日外出録ハンチョウは福本伸行原案/萩原天晴(原作)/上原求・新井和也(作画)の同一チーム作品。著者表記が原作者と作画者で分かれているだけで同一作(Wikipedia, comic-days, cmoa)。	ISBN確認	name:萩原天晴|name:1日外出録ハンチョウ	
takeda-shingen	different_works	year_SAME_READING	4	武田信玄 || 武田信玄 || 武田信玄 || 武田信玄		武田信玄は複数の別漫画化が併存(横山光輝版=講談社全10巻/文庫、さいとう・たかを版=劇画)。22巻表記は新田次郎(小説原作者)名義で作画不明。同一作と確証できず、各巻数も別系統(kodansha, saito-pro, k-manga)。保守的に分離。	ISBN確認	name:新田次郎|name:武田信玄qid:Q11560319|name:武田信玄|sub:甲斐の虎、乱世を喰らう。qid:Q11577376|name:武田信玄qid:Q967455|name:武田信玄	
suika	different_works	year_SAME_READING	2	スイカ || 誰何suika		スイカ(森とんかつ・講談社アフタヌーン全4巻)と誰何Suika(つばな・徳間リュウコミックス)は作者も版元も内容も別の同音異作(afternoon.kodansha, comic-ryu, amazon)。	ISBN確認	name:森とんかつ|name:スイカqid:Q17161397|name:誰何suika	
tobenai-tsubasa	different_works	year_SAME_READING	2	とべない翼 || 翔べない翼		とべない翼(真樹日佐夫原作・梅本さちお作画、サンデー1970-71/完全版マンガショップ)と『翔べない翼』(翔字)は別物。翔の方はOnly You-翔べない翼-(末次由紀・別フレ全8巻)等の別作で作者・字面とも異なる(Wikipedia, mangashop)。	ISBN確認	name:真樹日佐夫|name:とべない翼qid:Q48762140|name:翔べない翼	
hoshi-ni-negai-o	different_works	year_SAME_READING	4	星に願いを || 星に願いを || 星にねがいを || 星に願いを		星に願いをは別作者の同名作の集合: 水野透子(BL)/西村ミツル原作・堀口純男作画(集英社ビジネスジャンプ全2巻)/星にねがいを(角川つばさ文庫=ラノベ)。互いに無関係(cmoa, Wikipedia西村ミツル)。	ISBN確認	name:水野透子|name:星に願いをname:西村ミツル|name:星に願いをqid:Q11278120|name:星にねがいをqid:Q11388964|name:星に願いを	
king	different_works	year_SAME_READING	2	King || King		KINGは複数の同名異作が存在(瀬名真紗也=冬水社の少女漫画、しんむらけーいちろー=ヤンマガ等)。著者一致せず、無著者2巻が瀬名版と同一の確証なし(cmoa, k-manga)。保守的に分離。	ISBN確認	name:瀬名真紗也|name:Kingqid:Q11269330|name:King	
honto-ni-atta-kyoufu-taiken	merge_all	year_SAME_READING	3	ほんとにあった恐怖体験 || ほんとにあった恐怖体験 || ほんとにあった恐怖体験		[ISBN/出版社裁定] ほんとにあった恐怖体験は投稿/恐怖体験系の編集物的タイトル。星川とみは寄稿者の一人だが、無著者1994年複数巻が同一作か別アンソロジーか確証できる情報を得られず。憶測でmergeしない。	ISBN確認	name:星川とみ|name:ほんとにあった恐怖体験	
comic-ran-selection	different_works	year_SAME_READING	3	コミック乱セレクション || コミック乱セレクション || コミック乱セレクション		コミック乱セレクションはリイド社SPコミックスのアンソロジー(池波正太郎原作等を多数作家が描く傑作選)。単一作品でなく原作者/作家別の別編集物(Wikipediaコミック乱, リイド社)。	同社別作	name:青木健生|name:コミック乱セレクションname:池波正太郎|name:コミック乱セレクションqid:Q2661273|name:コミック乱セレクション	REKEYED
asami-mitsuhiko-mystery-special-kessakusen	different_works	year_SAME_READING	6	浅見光彦ミステリースペシャル傑作選 || 浅見光彦ミステリースペシャル傑作選 || 浅見光彦ミステリースペシャル傑作選 || 浅見光彦ミステリースペシャル傑作選 || 浅見光彦ミステリースペシャル傑作選 || 浅見光彦ミステリースペシャル傑作選		浅見光彦ミステリースペシャル傑作選は内田康夫原作・ぶんか社「まんがでイッキ読み」系の傑作選アンソロジー。各巻は別作家(千村青/中西ゆか/中邑冴等)の選集で、protocol上も傑作選=非掲載/編集物。単一作でない(amazon ぶんか社コミックス)。	同社別作	name:千村青|name:浅見光彦ミステリースペシャル傑作選name:中西ゆか|name:浅見光彦ミステリースペシャル傑作選name:中邑冴|name:浅見光彦ミステリースペシャル傑作選qid:Q17161092|name:浅見光彦ミステリースペシャル傑作選qid:Q22127111|name:浅見光彦ミステリースペシャル傑作選qid:Q47580510|name:浅見光彦ミステリースペシャル傑作選	
stand-up	different_works	year_SAME_READING	3	Stand Up! || Stand UP!!!! || STAND UP!		STAND UP!は別作者の同名異作多数: 川谷康久版/板垣雅也版(コロコロ)/くまがい杏子『Stand UP!!!!』(小学館)。著者・出版社とも別(Wikipedia STAND UP!板垣雅也, csbs.shogakukan)。	ISBN確認	name:川谷康久|name:Stand Up!qid:Q11265507|name:Stand UP!!!!qid:Q11532582|name:STAND UP!	
dandori-kun	merge_all	year_SAME_READING	2	ダンドリくん || ダンドリくん		ダンドリくんは泉昌之(久住昌之原作・泉晴紀作画ユニット)の単一作、漫画アクション1990-91全3巻。両エントリとも同題・同巻数(3)・同年(1990)で、無著者側も同一作(Wikipedia, cmoa, mangapedia)。	版違い疑い	name:泉昌之|name:ダンドリくん	
ontama	merge_all	year_SAME_READING	2	おんたま! || おんたま		おんたま!は前田登(はりけ~んず)原作・吉井ダン作画のGUM COMICS全2巻のみが知られる単一作。無著者「おんたま」1巻(2009)も感嘆符有無・断片差で同一作(Wikipedia, amazon GUM COMICS)。	版違い疑い	name:前田登|name:おんたま!	
